34196 71447
2054 15369 1176
2194 9984 221
3540 4867 399
212 10396 24328
1857 1926 845
576 608 3379
5110 19348 2888
3712 10184 1612
879 1271 5262
121 5072 1561
9474 32328 505
70 1273 11097
2333 7979 359
7831 24378 69
2174 3601 7632
68 27063 33655
32995 33058 52
80 577 16575
10148 12408 317
68 33490 33767
78 20210 6352
30462 31206 80
14993 29195 58
68 10599 36444
24567 25341 65
917 33415 40415
32988 33066 90
228 620 25165
1086 2067 110
1827 26097 497
68 29270 42344
6655 17509 2415
196 527 1435
1926 15072 824
620 4396 29351
30068 30721 53
12181 18402 40
165 4341 1223
917 6837 34647
3289 4028 104
4835 26331 86
620 33542 31592
3591 17444 1901
68 1209 33251
608 609 2745
68 26251 43046
68 13208 33978
951 1618 2943
1731 6297 6904
912 23974 2205
620 1037 25339
3695 12120 265
12956 33001 194
832 917 31959
663 9274 12372
1367 31741 4858
1367 22898 5782
1395 15895 4923
608 17485 2616
6813 17592 819
8354 28631 133
6475 12882 71
620 26315 26638
871 5549 3465
608 18999 2720
2174 6928 9734
212 2835 24790
917 3566 38597
512 5413 14661
14623 17592 695
7533 31541 535
68 9940 47479
7753 13292 310
5493 5754 1215
1331 12433 104
10690 22117 3541
1107 8226 460
12073 14890 596
68 20255 42624
17061 17772 710
620 11431 26452
871 2306 3919
1468 5206 7273
917 16504 38465
2306 4374 1757
68 6616 46096
795 19231 2186
136 1549 5373
917 9017 31598
1582 5433 1480
16208 23516 26
1021 1821 699
1273 5240 10865
4379 14204 157
871 24462 2887
780 25557 3616
212 15538 25075
13753 18122 91
7994 8113 98
943 5381 511
1341 18233 126
3606 15920 200
286 8242 728
95 8337 1584
95 5882 1327
1807 27315 1962
68 2069 36028
10197 20250 274
10063 12824 245
1273 33301 8863
10735 26831 417
1449 15522 17152
1559 11225 658
20466 24258 279
620 1091 25010
12957 12973 297
15489 29413 93
2364 20440 5274
917 22063 34067
26744 27953 103
3798 26043 2004
620 9474 28663
1367 1676 5538
1395 8468 6343
11913 29449 30
1198 3376 1098
9719 13103 1296
26758 28348 43
8006 8015 232
552 22534 3481
792 860 84
20327 24615 1374
943 13246 504
23376 25720 97
2895 33185 106
917 8604 32745
1375 1395 5740
10405 14150 113
3591 15067 1496
1080 10134 78
212 15030 25375
1157 10264 115
16448 21580 1721
9571 31471 1107
2174 20667 8153
3941 4368 375
917 18847 27917
192 23786 1111
68 8827 46672
136 3675 6967
2927 3153 1014
68 6301 39799
16171 20463 55
2546 21630 387
2045 18090 802
1449 8613 18311
1367 2174 15338
305 9910 243
1310 11285 1511
6467 25304 135
1026 6964 687
1145 1445 262
1239 23138 1228
620 19054 31878
21968 27265 100
1731 19802 7207
6945 14721 183
1583 7822 1115
3438 27170 6353
1792 32171 814
1107 26405 473
1880 16055 2519
13108 32881 123
3130 4543 47
27605 29222 1668
577 11053 12907
1609 1610 1713
620 911 33107
15429 16084 106
212 4719 25740
10690 21220 2698
212 498 26134
13208 24823 480
620 6751 29122
919 2352 3121
1468 4446 8189
68 23149 44796
7820 21555 268
1271 3594 5084
663 30432 10961
8413 18847 275
620 10535 28533
3288 4230 205
3473 20923 649
4809 17751 97
620 7125 35878
1104 26495 1945
1273 11563 10092
390 20321 1666
912 14099 3114
68 4707 40338
8232 10629 112
9194 11285 1496
6610 28834 26
917 21018 30789
9705 30844 203
663 19904 8408
620 5975 31054
2932 9635 480
68 8511 35540
2174 11626 7480
9474 32078 582
2581 5497 513
207 1435 2654
212 13911 19696
6546 14537 6087
1352 2021 594
2190 8507 931
1726 2993 178
1880 15700 2208
2174 2255 7281
1113 3690 1073
620 2717 27986
4570 11189 148
917 10087 31498
9854 18399 180
212 21721 23601
1731 19849 5921
1302 1309 425
1808 14056 3749
3100 11514 219
48 7288 877
68 265 34148
795 29978 2363
186 912 2558
8317 11285 1550
212 3209 21711
362 496 1033
8633 16780 1941
917 5471 38257
78 8996 8025
1900 14784 493
3505 10901 1574
3832 12891 1350
576 18908 1417
68 11700 43992
620 6800 34443
1896 12120 368
663 1728 10216
15179 15378 465
1764 31093 161
1993 20867 530
1471 5289 2504
1468 9170 9515
1547 12758 58
1030 1838 191
3314 33891 462
780 21505 3442
1449 1715 15295
942 16172 1350
5396 20327 1670
9328 31582 81
12922 13013 240
5381 5468 340
512 11393 15503
917 7140 28196
26633 28174 142
1273 1807 11213
30621 31002 116
8388 22051 274
212 8722 26253
1808 17464 2708
9282 30575 82
21563 23856 1052
1225 6191 61
12111 21350 42
1463 7602 282
8931 12650 627
78 7015 6004
3696 9902 1970
577 1033 11874
663 4686 10082
12895 12998 52
1449 19927 17736
1026 18028 641
1471 5823 2293
7417 20202 431
20462 24458 97
9824 10714 262
1888 11787 285
3712 18744 2033
78 7377 8077
579 9828 1571
620 6139 31378
1287 19136 1134
2614 24745 506
3867 7469 2878
917 15016 36408
1867 14866 840
4016 9214 305
912 2550 2676
165 6091 1279
68 5257 38875
6764 9824 244
3815 29559 539
30213 32218 51
3505 28300 2120
3473 6361 1261
6733 12136 52
2297 25752 772
20224 33581 48
21740 24117 151
4664 29529 720
6883 12145 408
4740 10858 154
68 6541 44057
68 22920 41229
30109 30486 503
53 2364 6284
620 15215 31297
620 12682 25060
121 1488 2061
917 20419 32180
2368 11330 1571
19364 30149 170
8397 29077 290
68 6928 34226
3828 7469 2177
577 5017 12947
12530 19876 248
209 1273 12353
68 33565 44534
620 22980 26313
951 2551 3160
4335 20212 64
3554 27912 40
917 8129 39170
30301 32039 251
917 16870 28889
917 2279 34137
8944 32355 493
68 9469 32001
9578 31432 142
10573 18368 2560
620 2063 33311
769 1273 8307
10654 14601 397
3793 4664 627
68 6128 32665
212 6246 23197
1030 2066 179
2494 7861 144
3006 13374 355
12036 16044 150
6546 15709 5940
212 12469 20289
18789 27605 1703
68 9915 36544
7300 30057 519
6408 11162 1107
270 1273 10106
68 4938 45856
9902 22927 1563
3533 22064 269
4724 29624 79
459 481 3190
1271 13799 5647
16171 16425 823
512 23048 15287
3084 10190 1446
512 29593 11574
917 1500 31292
9365 22577 155
19297 31924 129
9902 18302 1492
1449 5069 16660
68 14032 37026
956 23713 118
12097 16917 48
3832 20192 1435
2219 4805 1077
15763 17348 47
119 8380 596
19532 32742 440
16780 23122 2314
6074 9279 698
9653 9661 89
917 1598 32215
5110 30509 2604
2306 5712 1815
2175 3557 201
4867 22550 306
498 21045 259
1449 30116 15296
2956 4165 295
2123 11808 1056
2820 9383 868
358 31616 1414
68 27225 42999
8113 23712 183
917 4390 37757
16780 16837 2418
5468 25729 324
5102 33929 193
6751 11690 958
17945 22237 151
656 24058 4267
1629 25244 605
1273 11506 9613
5493 7866 1017
9720 19561 180
1468 14331 9093
1325 16040 871
1468 7005 10580
1449 4398 18243
19532 30535 428
917 18400 28603
8941 8953 819
2123 3712 2941
19123 31548 191
917 10811 31265
5628 16254 1339
18306 27172 114
19452 29950 374
1880 17794 2633
192 12617 2064
9571 31443 1325
1440 17247 428
68 33930 34801
68 11232 41011
941 20530 732
2116 9917 519
1449 8586 17871
419 917 34558
1395 26950 5100
141 4374 684
8953 9720 786
2764 3084 1961
207 17222 2560
5788 8127 532
29944 30888 264
136 7438 4704
6963 27379 356
512 2200 11540
8508 26693 110
15697 17381 179
15037 28054 530
18306 18439 237
5380 5527 296
1582 16185 1576
68 4185 36088
663 31429 9820
577 4771 16449
1808 27042 3882
19375 31438 130
1104 29164 2034
1731 23279 6594
3578 26971 360
2478 16204 193
3445 15143 245
3171 7373 949
470 4344 266
1449 2786 19834
9678 31824 904
977 7377 261
2297 6936 810
2198 17610 129
608 4755 2335
1808 26227 3669
19352 30610 108
917 3252 38376
551 24195 727
21042 22254 657
1104 26471 2652
1273 11551 8381
30783 30922 17
1880 17450 3159
1922 15071 159
212 18755 17890
2677 16492 283
917 4572 33586
1395 9792 4398
13079 33009 106
16866 29160 283
1449 4449 16135
7508 9602 179
10690 17749 3030
512 15152 11368
68 6016 33074
68 22334 39278
68 3521 36410
9544 19268 145
620 26173 34750
1880 15264 3013
1468 3376 10943
917 24319 32064
1068 15292 1340
879 5680 974
13367 21555 220
1449 27459 15208
7533 22573 378
3675 9715 2576
30014 30269 1724
1449 7078 20312
136 1309 4745
780 9434 3261
68 16139 42954
146 917 31919
577 16653 13742
951 25459 2584
68 15061 40984
9274 13103 1457
6005 6038 54
917 1398 35474
1449 28527 20286
2800 31949 162
212 10307 18385
10375 13810 142
620 5106 31895
1926 19984 917
552 28244 3948
487 6969 125
6676 26092 1752
917 2677 31734
168 173 531
917 13747 30141
6999 32828 422
5678 16411 595
4842 21265 138
358 12388 1340
68 3037 34542
21709 25707 186
1033 4749 217
620 10228 34717
212 1017 21140
365 7483 1694
917 17686 33147
1273 28887 11240
8357 15913 624
452 757 289
728 2362 1559
8002 20593 289
78 33253 8150
1926 19071 1004
772 25320 190
780 21479 2762
119 18468 516
1808 8292 2679
2174 14778 9950
2736 30140 1154
18368 28476 2099
3675 31790 2898
917 26056 35297
3438 18200 5282
7976 23859 159
7560 11029 35
1263 28322 140
68 3177 32891
1731 20216 7621
22314 28105 84
917 5601 38413
6294 6420 183
1123 6361 1335
2174 28777 9447
1808 21045 3137
780 16672 3580
19452 31336 449
20437 25954 114
663 30663 8459
3 83 288
1123 6741 3180
917 29679 37809
5977 29927 1560
917 3461 34816
577 28174 13707
68 12226 42320
1367 11443 4365
620 4802 27789
1583 13360 987
1449 11961 17472
1395 17476 4872
1605 2571 1222
68 18801 46118
1792 31894 1164
21555 23754 308
512 6608 12050
13313 16185 549
31 85 735
9828 22538 1516
496 27111 891
10778 17317 187
31842 32772 41
10690 16918 3370
942 31871 1256
1468 11020 7776
7569 12618 487
68 5234 37370
2927 14204 1046
1002 3192 108
577 8310 11597
919 5457 3364
5788 8005 484
2174 28459 7847
2614 21622 536
10802 15934 130
1007 29054 487
3438 28975 6963
2179 27162 41
12941 13103 1157
9425 33883 32
5028 5288 76
659 1731 5382
1807 28181 1926
68 28117 44049
4961 28536 99
6766 11943 332
552 20823 3400
400 3712 3576
4600 28322 694
1818 27525 42
2364 24443 5113
663 31653 8662
600 11285 1610
3339 10231 345
2581 14433 1049
9588 31382 163
663 3015 8835
512 1322 13321
604 18071 3559
1808 3356 3354
10568 13276 1522
20061 20222 73
8131 20466 309
30432 32637 99
3560 14383 52
13037 13049 47
917 5660 27546
20473 24933 158
1123 6417 807
1367 1582 6161
1792 29843 886
10667 18367 573
1273 9072 11472
68 7046 36845
12145 15142 229
915 24786 638
728 2563 1206
68 20969 43568
207 8261 2606
6467 12618 243
9802 12914 535
663 30730 11243
7662 16535 105
926 23964 806
62 1468 9757
5110 32702 2434
18368 26479 2156
512 15011 11153
161 33729 792
1056 14520 1135
1323 2286 967
1993 18955 520
2505 13492 429
19228 19269 163
4628 6563 164
3438 9887 7760
20418 25086 40
212 13730 19953
68 26733 39296
200 331 124
1395 5073 6791
30014 30075 1408
12085 20915 116
20614 25042 162
6021 9190 181
85 10448 629
15852 26480 115
663 7347 9551
1277 1449 21334
1880 26085 2636
2306 7763 2203
10938 18486 83
5746 13468 97
27768 28910 38
212 10183 22195
1273 33840 10034
165 7428 991
30158 32274 101
1731 19736 6136
663 31342 11171
835 1449 20728
481 10360 3606
3980 11170 534
68 26864 40615
6741 11053 2372
4049 7469 2797
917 16267 30952
1965 3591 1680
895 2584 48
917 12677 29439
4512 6027 1552
917 10298 35997
6676 27257 1486
1582 16443 1854
13930 17570 420
1744 26434 271
78 8874 7260
512 23371 15474
917 2821 36188
30486 31021 554
4474 19667 185
512 33739 12920
19565 19605 337
212 8425 20889
13907 27358 87
24221 24858 44
577 21259 11875
22821 28888 1542
68 3289 43146
512 31148 11885
78 11559 7382
620 10450 25474
917 5728 38779
1369 3805 1163
3541 17774 107
1947 6872 325
20459 24386 59
481 1273 11535
663 11501 8752
1078 18367 497
1808 28651 3770
1468 4489 7249
212 16063 24380
2422 2598 66
15487 29240 67
871 1578 2264
3438 4600 7147
1273 10435 9638
19438 30055 32
3828 11340 333
441 1194 335
1688 19577 1062
6569 6751 1139
17374 20989 80
620 12013 34840
5640 23357 135
1853 14408 144
8546 27310 109
481 20228 2689
620 4680 36232
2306 2554 2044
1395 17321 5396
1731 4344 5823
577 6865 14755
10701 29322 332
356 22875 511
871 5736 2267
1559 19814 534
917 28579 28102
6546 15892 4709
912 24208 3236
373 1273 10284
9740 28342 463
917 27832 34815
577 8179 15832
604 14796 3406
602 2174 7029
2364 24196 5850
2832 4394 666
13994 18285 76
1468 7483 7741
2014 12323 67
9993 10690 3123
13441 20593 369
917 2594 30196
68 11328 44472
9740 16880 459
593 9776 1131
1449 33860 16151
1731 6970 7467
2368 2545 1260
10568 10619 1527
9279 29827 672
935 5627 825
19229 31212 63
1830 3580 707
165 12499 1102
620 5175 27767
620 25767 26458
29920 32672 92
10094 26611 818
212 6929 19606
5687 15287 58
136 1682 5685
4789 6930 108
12447 14289 83
942 33154 1074
1271 8283 4788
9961 10883 701
1273 12530 8925
1271 25034 4881
4292 9160 131
1271 3296 5254
3819 10094 1429
620 16775 24966
7808 13513 117
30340 30614 87
68 2231 43969
7583 11470 112
663 4228 9987
121 34104 1799
871 1637 3166
1468 4541 9304
3647 18010 737
481 20002 3618
620 4365 28289
1395 27460 4280
121 4236 2132
78 14281 7869
656 20614 4480
68 1194 47570
12213 13652 1337
951 1583 3208
1367 13894 5862
24079 24448 149
3579 4925 568
620 27382 24668
3438 14623 5204
249 6110 116
1613 6751 1347
85 3084 1658
68 8630 37368
1239 5287 1638
3798 15800 1695
68 17366 41230
7312 30885 192
7736 19205 1988
577 29589 13784
620 12220 29010
212 29036 22381
1073 3732 352
131 10928 440
1786 6741 2295
1449 7421 20957
1449 19963 19605
620 6383 33800
1609 2576 1481
2174 15671 7052
2011 8220 765
1395 27903 4963
552 21869 4287
1256 1731 7761
2135 18289 144
6820 23459 148
5468 16168 331
1449 21117 16604
16780 22997 1796
137 620 31227
3991 9715 441
917 17658 39323
917 1491 31039
728 5772 1050
1198 4050 753
16235 25654 56
1273 11300 11580
9951 26875 73
2844 7454 120
6655 9912 1798
7729 23283 360
78 12649 5759
206 13979 614
68 27085 33393
917 4250 37921
4413 4438 101
1468 1759 7813
1273 10187 11819
1673 2400 92
23713 24030 98
1395 26292 5290
19527 31974 44
656 917 33532
7309 7554 569
4964 15017 137
6546 28073 6060
1068 12438 2022
13526 16442 197
2364 21560 6698
9542 9678 1011
1273 22877 9170
16369 25240 239
620 13150 31255
212 3715 18960
1449 25034 19265
1449 23073 16903
212 1309 18592
7380 9650 132
207 1026 3302
917 3440 30997
19302 32126 102
2546 6231 616
212 9974 24499
1395 15919 4576
1271 2627 5220
13776 16496 1942
12384 28857 420
68 549 36090
919 2660 2680
1468 2307 7852
1775 3712 1988
3781 18792 127
13535 25013 689
756 917 33913
2364 25119 5644
871 5581 2353
31361 32839 19
2777 9214 351
13954 15413 173
3571 10002 673
1068 1113 3340
1449 19997 17322
1463 6741 2667
7469 16790 2385
3591 6676 3598
17370 17675 369
481 10289 2687
1468 6385 7792
512 8291 12735
12507 14329 225
18368 19091 1946
1033 1046 209
1468 3938 10079
4291 6023 368
365 1189 891
8416 21395 42
20419 25294 275
14729 22295 415
19530 30844 242
366 1288 1197
30708 30866 123
15052 28871 161
9013 19812 234
11269 33244 217
5544 6541 738
68 11502 33526
912 25552 2160
1026 3505 2086
1582 8904 1129
2727 7748 253
20593 24803 248
4984 9493 561
1239 3344 1731
10842 22882 1183
656 24774 3456
3518 12380 469
577 18673 15303
14407 21766 267
2983 6987 258
3376 4095 351
3505 26552 1821
1104 18409 2056
41 6275 163
6689 15682 146
30159 30429 127
512 2569 14173
577 12496 16469
780 15105 3286
794 1731 5988
7976 20608 169
15037 28311 456
10690 13645 2584
1273 11433 10774
19240 31253 198
1395 26115 5334
3576 3815 625
3646 20660 104
30915 32262 117
919 2329 3079
2115 10845 111
481 7355 2698
577 26928 14186
3944 6997 145
795 19463 2511
552 23465 4010
620 3282 24802
13801 26133 968
97 129 253
1345 12850 202
9902 21409 1549
1993 14575 561
21023 27605 2103
3719 12327 311
16341 21580 1303
552 15136 4811
551 21231 546
4334 16560 129
2299 25603 1044
595 14940 721
68 1352 42295
1395 11285 5576
1477 19134 275
9446 29926 334
17823 28527 96
597 3505 2973
917 3645 29579
92 5000 155
8711 9133 106
9474 19652 662
23392 25254 19
1327 17978 265
593 8412 1247
24305 25484 398
7790 24278 229
212 5181 26475
6408 10358 950
78 33730 7494
10698 21777 73
136 16171 5623
917 9907 37629
8483 17804 243
4670 4806 644
4721 9858 896
1367 20666 5525
30201 32324 94
11285 16538 1657
2174 14475 7343
9678 30095 924
9446 19532 652
15618 29471 55
1449 9571 20947
1880 20819 2370
2811 33243 1091
212 3038 21212
1367 33062 5712
2547 5751 238
19483 30014 1595
11798 17696 191
1234 10360 225
1271 6895 6032
2970 13188 154
212 6853 18410
3538 3557 277
955 5493 2260
1808 15595 3878
16780 23200 2337
1663 20316 234
1395 6860 5887
3712 13776 3573
620 5476 35689
27867 28586 397
451 8981 938
576 9902 2469
19176 30684 17
20538 24990 35
1605 2286 1420
5304 32775 260
212 14329 23248
23838 24719 50
917 16677 28223
1449 16577 20798
19493 29870 241
2011 15030 833
512 1485 11184
2299 21741 1241
4762 6741 2697
212 22400 22427
25731 25736 18
212 3580 23455
8314 29401 187
4024 8693 376
212 1230 19276
360 29369 705
512 2748 11712
8593 16780 2185
212 9837 22995
512 776 12608
8223 16008 212
512 34037 11936
917 11947 33158
14008 17288 228
552 17536 3921
620 13321 36563
1867 18338 697
2249 3767 159
68 11002 47069
879 23822 548
7037 8757 56
512 29511 13302
2364 24994 6382
9755 28474 43
1933 27329 277
901 5706 722
1880 15318 3146
212 19217 22287
195 24823 759
78 23271 7441
16906 28160 490
1101 15158 223
3438 22381 5313
5110 8943 3295
24827 25988 31
27605 28053 2303
14447 21846 158
2194 3670 292
14572 20892 135
5377 23535 165
6617 28706 56
3505 27226 1600
21042 28218 657
13801 22561 702
871 24242 2627
68 923 32519
1972 18400 1313
620 22464 31922
4618 17041 48
9446 19266 265
32994 32996 43
18629 22453 123
1163 1449 15127
121 7523 1636
1731 19874 6824
11824 12408 242
8229 17061 896
593 1273 11851
577 2432 11496
608 16876 2737
1449 18950 20201
78 7704 8319
68 33454 34414
1468 1715 8809
620 3009 35490
7736 32435 1136
552 21050 3704
665 33946 841
13776 18969 2112
136 871 7805
577 3719 16075
541 1027 42
334 33987 73
2736 31608 1256
30881 32125 46
1947 2115 444
78 10337 6238
10092 13609 68
1468 23106 9358
68 1180 44751
2956 16835 197
1676 3675 2826
13327 24383 598
14417 17392 88
3438 8441 6743
509 3084 1472
212 14767 26030
21740 23513 129
17510 21857 1204
663 14208 11481
2364 7927 5428
8174 27669 142
8827 11516 35
10588 27142 83
15235 20815 156
9560 31168 242
11758 18886 103
512 1629 15123
1609 2178 2703
11631 29483 41
1373 12886 294
1449 5889 15530
6680 11798 274
955 16173 1283
68 14760 38958
512 21730 11669
11567 12826 145
23740 23978 431
1179 4155 223
656 6231 3228
620 11100 34733
3567 6894 577
1969 19045 97
3541 3742 130
2306 24775 2191
68 10258 34248
18054 27183 122
137 8706 1053
10541 22862 389
620 781 29773
11983 15406 288
1449 10018 19473
1808 27197 3481
1148 10503 89
386 6906 156
1731 11222 7550
2159 15621 641
663 1501 9592
68 22944 41251
5678 23740 1199
4942 6676 1618
1068 6198 2189
29951 32120 312
917 5542 38912
146 512 11804
6849 8279 496
29849 30486 509
3505 8488 1774
1775 16668 516
67 7452 108
1273 8985 9856
3038 19942 573
30844 32746 288
8320 18639 79
647 23531 794
68 33583 42410
1271 23212 6696
9930 10943 58
12073 15407 605
212 8413 18003
6741 20408 2525
1852 29746 406
6546 10605 4390
926 20596 580
663 32096 11717
7243 8811 143
5322 5880 92
597 4594 776
7533 31139 514
6739 15899 36
481 20123 2516
620 4531 31613
620 20937 32923
620 2089 35597
2297 21148 1148
620 1250 33502
10830 10944 73
917 8538 36320
9828 12344 1371
1449 20787 17928
68 17403 33852
5476 21741 446
6845 18672 25
1731 33398 6235
620 22183 34311
5493 5755 1004
917 12213 40866
604 14631 3839
68 4961 46780
9902 22950 1466
917 32578 27427
503 21862 192
1731 16746 5448
68 26773 38506
656 1449 24624
3505 23486 1539
5628 25835 1303
1104 14057 2720
2189 20914 894
2364 25213 5133
2706 4324 558
3032 6322 931
4173 9588 276
620 12413 33796
12880 12975 122
865 917 36052
154 1327 341
773 2821 337
3344 4550 581
7469 19789 2853
552 10648 4337
917 13926 36380
5544 16315 591
